3,1,Sentiment140,              omg its already 7:30 :O
7,1,Sentiment140,       Juuuuuuuuuuuuuuuuussssst Chillin!!
9,1,Sentiment140,      handed in my uniform today . i miss you already
10,1,Sentiment140,      hmmmm.... i wonder how she my number @-)
12,1,Sentiment140,      thanks to all the haters up in my face all day! 112-102
18,1,Sentiment140,    Feeling strangely fine. Now I'm gonna go listen to some Semisonic to celebrate
23,1,Sentiment140,    You're the only one who can see this cause no one else is following me this is for you because you're pretty awesome
29,1,Sentiment140,"   goodbye exams, HELLO ALCOHOL TONIGHT "
39,1,Sentiment140,   uploading pictures on friendster 
42,1,Sentiment140,  (: !!!!!! - so i wrote something last week. and i got a call from someone in the new york office... http://tumblr.com/xcn21w6o7
44,1,Sentiment140,"  ... Do I need to even say it?  Do I?  Well, here I go anyways:  CHRIS CORNELL IN CHICAGO!  ... TONIGHT!    "
45,1,Sentiment140,  ... health class (what a joke!)
46,1,Sentiment140,  @ginaaa &lt;3 GO TO THE SHOW TONIGHT
52,1,Sentiment140,  bathroom is clean..... now on to more enjoyable tasks......
53,1,Sentiment140,  boom boom pow
58,1,Sentiment140,  go give ur mom a hug right now. http://bit.ly/azFwv
59,1,Sentiment140,  Going To See Harry Sunday Happiness 
62,1,Sentiment140,-  I always get what I want
63,1,Sentiment140,  I bend backwards  
64,1,Sentiment140,  i get off work sooooon! i miss cody booo. haven't seen him in foreverr!
65,1,Sentiment140,  I hate allergies. Should I get my hair cut tomorrow? I'm taking a public poll...
86,1,Sentiment140,  I'm really going to bed now...
90,1,Sentiment140,  Jin has a twitter.
93,1,Sentiment140,  just gonna smile...cuz it is what it is..and im not sure what more they could want..
94,1,Sentiment140,"  Just got home, and I got to see my friend Zahra whom I haven't seen since We graduated!!!  That makes me so happy."
103,1,Sentiment140,  oh thank you!
104,1,Sentiment140,  pleased
108,1,Sentiment140,  Rose and ood will be back in the Xmas Who special!  YAY!  Damn that's half a year away.
113,1,Sentiment140,"  Thanks, I need all the help i can get."
114,1,Sentiment140, - that explains alot.
115,1,Sentiment140,  There's going to be a Heathers sequel.  Winona4ever!  They better not fuck it up.
117,1,Sentiment140,  trae is so sweet! He just bought me a new baithing suit!! Wove him 
118,1,Sentiment140,"  True, highly subjective of me there. Tombre was actually my favorite character in the book. You got me  - http://is.gd/13be0 - Rishabh"
128,1,Sentiment140,  wide awake   NOT!!!
129,1,Sentiment140,  yeah me too. Its been awful weather here for the last week so that stinks. Kristis comin down and moe said mmmaybe he take us for  ...
134,1,Sentiment140, #poemsunder140 ....started by @shannonelyse1
138,1,Sentiment140," &lt;--- That is all, and believe me.. it's enough!"
139,1,Sentiment140, &lt;3 goooood timessss
144,1,Sentiment140, &quot;I know you hungry so lets go outside on the balcony so you can eat&quot;....
146,1,Sentiment140, &quot;The 10 Men a UK Female Internet Entrepreneur Should Know when Starting and Growing a Business : The Next Women&quot; ( http://tinyurl.com ...
147,1,Sentiment140, &quot;The truth is hiding in your eyes&quot; @patita @MissMarian  Paramore ï¿½ Decode @Daninho502  ? http://blip.fm/~5ytke
155,1,Sentiment140,-- *hummin* I SAY &quot;shut up &amp; put your money where your mouth is&quot; ...headin' out to reality. Cheers Twitter world! 
156,1,Sentiment140,-- . *sigh* You cant love someone that doesn't love you back that's like stalker status . GET a divorce &amp;&amp; move on . Trinity. 
158,1,Sentiment140,"-- . Aiqht Goodniqht . Tri, Neena, Malcolm, Chaise , JLew, ATL &lt;333 Love Much . "
159,1,Sentiment140,-- . Triiiiiii .  ily . even if Chaise doesn't . =D *dies of laughter*
166,1,Sentiment140, ..... hot choco is the best!
171,1,Sentiment140, : Beach day with Scoobs. =( : Still no phone.
174,1,Sentiment140," :-D ))))))))...WHAT AN AMAZING NIGHT,DAY &amp; NIGHT AGAIN!! HI TWITS! I MiSS U GUYS"
175,1,Sentiment140, @ canaveral national  seashore
176,1,Sentiment140, @ progressing in the production department with &quot;The Uprizing&quot; thats the priority getting the head nodding beats and then we reach out
177,1,Sentiment140, @ taylorrhicks enjoy chicago..b new venue is always cool. You shine everywhere you go. I know who you are. In time so will everyone. 
179,1,Sentiment140,' @ Thestreetforce  '
180,1,Sentiment140, @3sixty5days makes me smile.
181,1,Sentiment140," @adamisacson My first day off in 3 weeks, and my child got up before 7:00. So watch for me on &quot;Nancy Grac.. http://tr.im/khKW"
182,1,Sentiment140," @adbert: &quot;#Video [Woody Woodpecker â€“ The Barber of Seville] I am great, @klitoria, just wishing to be a ch... â™« http://blip.fm/~7g6r0"
183,1,Sentiment140, @alexrauchman I am happy you are staying around here. Drexel is a fabulous university. You should be proud. yeah.
186,1,Sentiment140," @ange_black @sween I call dibs on the Voltron arm. No the leg. Wait. Where are my manners? @baileygenine,.. http://tr.im/oERy"
187,1,Sentiment140, @CharlottegC I just saw ur mum
188,1,Sentiment140, @chloelunn and @meganmcdowell GET YOUR FAT ASSES ON HERE. NAI.
189,1,Sentiment140,"- @codinghorror See, three external monitors on one laptop, http://www.twitpic.com/6e3zp Win7RC  1 x 1920x1080, 2 x 1280x1024"
190,1,Sentiment140, @copicmarker&quot; facebook.com/copic.marker if you're cool. Or if you're not cool. Maybe I'll send some cool .. http://tr.im/oyT7
191,1,Sentiment140,' @crewislife  you want to start the morning later; in New York we can do that  (Californians have it even better)
192,1,Sentiment140, @cybervenus http://twitpic.com/75kwb ~ LOL LuV IT! &gt;&gt; http://twitpic.com/75hsg Did any1 find or c 1? #a.. http://bit.ly/mUMFh
193,1,Sentiment140, @dandelionas is making fettucini and garlic bread!
194,1,Sentiment140, @danregal  tell @pfont i said Happy BDay!! 
196,1,Sentiment140," @DirtyRose17  told you, you would sweep haha :-p"
204,1,Sentiment140,"- @haugern The servers are now backup, if you experience any more problems then please let me know  Sorry about the delay..."
205,1,Sentiment140," @hawaiibuzz: &quot;yes, i am lol j/k luv this! @DJDolceVita: &quot;you are like a gentle breeze that has blown throug... â™« http://blip.fm/~7s7mn"
207,1,Sentiment140, @hidingesther @linininiooh are my future rooooooooomies! NYC holleR
208,1,Sentiment140, @Hijack_King7 I hope u have cheeSe burgerS 4 @Snubbmatic LMBO
209,1,Sentiment140, @iamyas awesome
210,1,Sentiment140, @ivegotzooms I am nothing of the kind and everything of the sort http://tr.im/mLsn
211,1,Sentiment140,- @jerrybattiste &quot;..pick up some flowers for the teacher..&quot; I'm jealous! I want flowers without having to be in the hospital to get them! 
212,1,Sentiment140,- @joaoqalves Think again   Talvez seja do Ãªnfase na cifra. Mas atenÃ§Ã£o: &quot;Security is a chain; it's as strong as the weakest link â€¦
215,1,Sentiment140,- @kaitymarine - watch E3 @MCMudkips - Will do 
216,1,Sentiment140,- @katherineholden Thanks K! Here's hoping! Pretty nervous though... 
218,1,Sentiment140, @kcome ?????????????????????????????????? ????????????1000 Followers???????????? http://tr.im/mWKn
219,1,Sentiment140," @khead I'll tell ya, grocery store. It was better when you blasted the oldies. Sugar Ray does not make me.. http://tr.im/jd0y"
222,1,Sentiment140," @LHSOPERAFIENDS yall bitches better wake up early to go to the LA Opera, kay!?"
226,1,Sentiment140," @masareus&quot; @dhempe congrats bhai, but like the oldies in &gt; used to say - arre bhai kuch kam ka http://tr.im/ox5G"
227,1,Sentiment140, @MelodyChase
228,1,Sentiment140, @mgph3nom chilling on twitter via my spanking new blackberry w/ unlimited internet : http://tr.im/mZVC
229,1,Sentiment140, @michaelsarver so do you give him every inch of your love every night?
230,1,Sentiment140, @mimbles @WParenthetical
231,1,Sentiment140,' @minghao Maybe you can pop @StarHubCares a tweet. They are quite active on twitter. 
232,1,Sentiment140," @MsNovember It's a shame all the women in Mamma Mia are so horny, since all the men on this island are so.. http://tr.im/kmET"
233,1,Sentiment140,- @nibaq Thanks for letting me know. I'm going to check out Eureka later with this knowledge 
236,1,Sentiment140,"- @PoisonGirl10 What's up? @sevgli Hey you!  @lowridergrl I'm doing ok, thx. You? @cristinerafae You, too! TTYL! @Nic0pic0 Oh, sowwy! lol"
237,1,Sentiment140, @RAPPUBLICIST HAPPY MOTHERS DAY!
238,1,Sentiment140,"- @raybooysen I knew Sharepoint was written by interns, I just knew it !! "
248,1,Sentiment140,     I am happy     
257,1,Sentiment140,   Faltam 4 dias para o World Drawing day
259,1,Sentiment140,   haha omg. stayin steezy &amp; mowin the lawn... loviie still here &amp;&amp; goiing tanning soon.
261,1,Sentiment140,   i wanna play with my camera but i will settle for playing with iv's and heart monitors
270,1,Sentiment140,   lol all these #robotpickuplines are hilarious 
271,1,Sentiment140,"   man, oh man     (i should punch myself in the head, but im ok with that)"
272,1,Sentiment140,"   my friends can get with ur friends and we can all b friends, shit, we could do this every weeknd.. Aiigght?  with coop n the crew"
276,1,Sentiment140,   such a beautiful satisfying day of bargain shopping. loves it.
278,1,Sentiment140,   thank god today is friday !!! I love Ti Ti! &lt;3
280,1,Sentiment140,   thrilled about being at work this morning   
281,1,Sentiment140,   we break dance not hearts by Short Stack is my ringtone.... i LOVE that song!!!.....
287,1,Sentiment140,          my life is very lazzzzyyyy!!!!!!!            ***********
289,1,Sentiment140,       ish in a good mood .....tlk to me
295,1,Sentiment140,-     J + A MADE NiCE..... TWiCE!                     for now ;]
296,1,Sentiment140,     loves life atm!   its brilliant XD
297,1,Sentiment140,     who else is in a happy mood?? =D
298,1,Sentiment140,    !BYE EVERYONE!   
304,1,Sentiment140,    SO FAR SO GOOD!
305,1,Sentiment140,    TODAY WAS A GREAT DAY!!!
308,1,Sentiment140,"   a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot."
327,1,Sentiment140,   Tiger Woods is up by 2at 18 via http://nascar.com/racebuddy
330,1,Sentiment140,"   yippeeeee yay lets gather in the hay...HIS LOVE FOUND IT'S WAY+ boy,it's Gonna STAY added 2 the Master's HOLY WAY: ALL HIS WILL+WAY"
336,1,Sentiment140,       Hardest working chica i know( mii boss lady) @MoneyAceweather (look up to her seriously) lOl
340,1,Sentiment140,      thanks for being the bestttttttttttttttttttt J-dawg
346,1,Sentiment140,     praise God for this beautiful day!!!     
358,1,Sentiment140,   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg
359,1,Sentiment140,   @PERFEKTnCHANCE (Chance) is Boo #29
360,1,Sentiment140,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.
372,1,Sentiment140,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!     
376,1,Sentiment140,   I have passed 70-542 exam today   
379,1,Sentiment140,   I want to write a song. I think I will.
380,1,Sentiment140,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. 
381,1,Sentiment140, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS
382,1,Sentiment140,"- @SlashHudson you tease, i wanna hear the tracks!! "
384,1,Sentiment140, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces
386,1,Sentiment140, @SRenaeNae... What is 'FML'
387,1,Sentiment140, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0
388,1,Sentiment140, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H
389,1,Sentiment140, @THEDIAMONDCOACH  Im sure he'd love that LOL
390,1,Sentiment140, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
394,1,Sentiment140," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70"
396,1,Sentiment140," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l"
398,1,Sentiment140, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk
399,1,Sentiment140, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7
402,1,Sentiment140,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. "
404,1,Sentiment140,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish 
408,1,Sentiment140, A blessed sunday everyone!
410,1,Sentiment140, A dog riding the bicycle http://bit.ly/gvMzD
412,1,Sentiment140, A problem shared is a buck passed
414,1,Sentiment140, à¸”à¸¹à¹?à¸šà¹„à¸•à¹‹ hitech
417,1,Sentiment140,  am quite tired can't wait till wwe at burswood &lt;3
